,compra,venta
2012-06-08,498.46,509.43
2012-06-09,497.71,508.79
2012-06-10,497.71,508.79
2012-06-11,497.71,508.79
2012-06-12,496.47,507.4
2012-06-13,496.03,506.97
2012-06-14,494.58,505.31
2012-06-15,493.31,504.15
2012-06-16,493.16,504.1
2012-06-17,493.16,504.1
2012-06-18,493.16,504.1
2012-06-19,493.11,503.93
2012-06-20,492.96,503.66
2012-06-21,492.83,503.42
2012-06-22,492.77,503.38
2012-06-23,492.65,503.3
2012-06-24,492.65,503.3
2012-06-25,492.65,503.3
2012-06-26,492.61,503.32
2012-06-27,492.53,503.41
2012-06-28,492.5,503.47
2012-06-29,492.55,503.58
2012-06-30,492.57,503.85
2012-07-01,492.57,503.85
2012-07-02,492.57,503.85
2012-07-03,492.68,503.82
2012-07-04,495.85,506.74
2012-07-05,497.77,508.62
2012-07-06,497.97,508.68
2012-07-07,497.91,508.73
2012-07-08,497.91,508.73
2012-07-09,497.91,508.73
2012-07-10,497.91,508.72
2012-07-11,497.15,507.9
2012-07-12,495.64,506.43
2012-07-13,494.6,505.52
2012-07-14,494.14,505.0
2012-07-15,494.14,505.0
2012-07-16,494.14,505.0
2012-07-17,494.21,505.29
2012-07-18,494.17,505.19
2012-07-19,494.25,505.14
2012-07-20,494.31,505.12
2012-07-21,494.43,505.18
2012-07-22,494.43,505.18
2012-07-23,494.43,505.18
2012-07-24,494.56,505.28
2012-07-25,495.71,506.32
2012-07-26,495.71,506.32
2012-07-27,495.18,505.99
2012-07-28,495.11,506.08
2012-07-29,495.11,506.08
2012-07-30,495.11,506.08
2012-07-31,495.11,505.98
2012-08-01,495.03,505.82
2012-08-02,495.09,505.89
2012-08-03,495.09,505.89
2012-08-04,495.47,506.1
2012-08-05,495.47,506.1
2012-08-06,495.47,506.1
2012-08-07,495.4,506.05
2012-08-08,495.39,506.19
2012-08-09,495.36,506.09
2012-08-10,494.52,505.22
2012-08-11,494.38,505.23
2012-08-12,494.38,505.23
2012-08-13,494.38,505.23
2012-08-14,494.29,505.21
2012-08-15,494.22,505.09
2012-08-16,494.22,505.09
2012-08-17,494.15,504.89
2012-08-18,493.81,504.34
2012-08-19,493.81,504.34
2012-08-20,493.81,504.34
2012-08-21,492.86,503.14
2012-08-22,492.75,503.1
2012-08-23,492.77,503.15
2012-08-24,492.84,503.11
2012-08-25,492.82,503.15
2012-08-26,492.82,503.15
2012-08-27,492.82,503.15
2012-08-28,492.72,503.21
2012-08-29,492.67,503.26
2012-08-30,492.65,503.24
2012-08-31,492.65,503.22
2012-09-01,492.65,503.34
2012-09-02,492.65,503.34
2012-09-03,492.65,503.34
2012-09-04,492.67,503.32
2012-09-05,492.61,503.51
2012-09-06,492.62,503.53
2012-09-07,492.53,503.29
2012-09-08,492.56,503.38
2012-09-09,492.56,503.38
2012-09-10,492.56,503.38
2012-09-11,492.66,503.45
2012-09-12,492.63,503.37
2012-09-13,492.67,503.37
2012-09-14,492.63,503.17
2012-09-15,492.62,503.2
2012-09-16,492.62,503.2
2012-09-17,492.62,503.2
2012-09-18,492.67,503.36
2012-09-19,492.63,503.4
2012-09-20,492.66,503.41
2012-09-21,492.65,503.28
2012-09-22,492.68,503.31
2012-09-23,492.68,503.31
2012-09-24,492.68,503.31
2012-09-25,492.71,503.24
2012-09-26,492.68,503.28
2012-09-27,492.65,503.35
2012-09-28,492.49,503.26
2012-09-29,492.42,503.31
2012-09-30,492.42,503.31
2012-10-01,492.42,503.31
2012-10-02,492.41,503.3
2012-10-03,492.42,503.19
2012-10-04,492.46,503.07
2012-10-05,492.44,503.04
2012-10-06,492.38,503.0
2012-10-07,492.38,503.0
2012-10-08,492.38,503.0
2012-10-09,492.39,503.11
2012-10-10,492.33,503.17
2012-10-11,492.38,503.21
2012-10-12,492.41,503.22
2012-10-13,492.39,503.2
2012-10-14,492.39,503.2
2012-10-15,492.39,503.2
2012-10-16,492.39,503.2
2012-10-17,492.44,503.24
2012-10-18,492.42,503.26
2012-10-19,492.5,503.19
2012-10-20,492.42,503.21
2012-10-21,492.42,503.21
2012-10-22,492.42,503.21
2012-10-23,492.43,503.22
2012-10-24,492.46,503.23
2012-10-25,492.42,503.41
2012-10-26,492.39,503.37
2012-10-27,492.35,503.26
2012-10-28,492.35,503.26
2012-10-29,492.35,503.26
2012-10-30,492.35,503.24
2012-10-31,492.46,503.24
2012-11-01,496.8,507.79
2012-11-02,498.22,509.23
2012-11-03,496.2,507.21
2012-11-04,496.2,507.21
2012-11-05,496.2,507.21
2012-11-06,494.36,505.23
2012-11-07,494.3,505.23
2012-11-08,494.26,505.24
2012-11-09,494.16,505.29
2012-11-10,494.14,505.21
2012-11-11,494.14,505.21
2012-11-12,494.14,505.21
2012-11-13,494.21,505.21
2012-11-14,494.16,505.15
2012-11-15,494.19,505.12
2012-11-16,494.18,505.24
2012-11-17,494.02,505.24
2012-11-18,494.02,505.24
2012-11-19,494.02,505.24
2012-11-20,494.23,505.18
2012-11-21,494.19,505.14
2012-11-22,494.2,505.11
2012-11-23,494.17,505.12
2012-11-24,494.18,505.27
2012-11-25,494.18,505.27
2012-11-26,494.18,505.27
2012-11-27,493.27,503.66
2012-11-28,492.85,503.32
2012-11-29,492.82,503.32
2012-11-30,492.81,503.17
2012-12-01,492.82,503.28
2012-12-02,492.82,503.28
2012-12-03,492.82,503.28
2012-12-04,492.89,503.45
2012-12-05,492.88,503.34
2012-12-06,492.87,503.26
2012-12-07,492.9,503.19
2012-12-08,492.87,503.02
2012-12-09,492.87,503.02
2012-12-10,492.87,503.02
2012-12-11,492.89,503.07
2012-12-12,492.88,503.21
2012-12-13,492.85,503.17
2012-12-14,492.88,503.41
2012-12-15,492.89,503.51
2012-12-16,492.89,503.51
2012-12-17,492.89,503.51
2012-12-18,492.91,503.54
2012-12-19,492.86,503.54
2012-12-20,492.84,503.32
2012-12-21,492.83,503.22
2012-12-22,492.33,503.39
2012-12-23,492.33,503.39
2012-12-24,492.33,503.39
2012-12-25,494.18,505.85
2012-12-26,494.18,505.85
2012-12-27,498.91,510.71
2012-12-28,503.58,515.4
2012-12-29,502.07,514.32
2012-12-30,502.07,514.32
2012-12-31,502.07,514.32
2013-01-01,502.07,514.32
2013-01-02,502.07,514.32
2013-01-03,498.36,509.59
2013-01-04,498.35,509.49
2013-01-05,498.39,509.43
2013-01-06,498.39,509.43
2013-01-07,498.39,509.43
2013-01-08,497.64,508.59
2013-01-09,496.45,507.47
2013-01-10,493.94,504.74
2013-01-11,492.78,503.67
2013-01-12,492.26,503.03
2013-01-13,492.26,503.03
2013-01-14,492.26,503.03
2013-01-15,491.89,502.77
2013-01-16,491.84,502.62
2013-01-17,491.87,502.71
2013-01-18,491.86,502.59
2013-01-19,491.86,502.61
2013-01-20,491.86,502.61
2013-01-21,491.86,502.61
2013-01-22,495.41,506.25
2013-01-23,495.79,506.57
2013-01-24,496.42,507.18
2013-01-25,496.47,507.26
2013-01-26,495.89,506.71
2013-01-27,495.89,506.71
2013-01-28,495.89,506.71
2013-01-29,495.61,506.47
2013-01-30,495.3,506.36
2013-01-31,496.32,507.0
2013-02-01,496.87,508.11
2013-02-02,496.68,507.81
2013-02-03,496.68,507.81
2013-02-04,496.68,507.81
2013-02-05,496.74,507.66
2013-02-06,496.68,507.59
2013-02-07,496.61,507.51
2013-02-08,496.53,507.42
2013-02-09,496.27,507.24
2013-02-10,496.27,507.24
2013-02-11,496.27,507.24
2013-02-12,496.25,507.2
2013-02-13,496.25,507.29
2013-02-14,496.28,507.25
2013-02-15,496.31,507.19
2013-02-16,495.79,506.86
2013-02-17,495.79,506.86
2013-02-18,495.79,506.86
2013-02-19,495.95,506.75
2013-02-20,495.95,506.81
2013-02-21,495.94,506.88
2013-02-22,496.01,506.9
2013-02-23,495.93,507.0
2013-02-24,495.93,507.0
2013-02-25,495.93,507.0
2013-02-26,496.07,507.08
2013-02-27,495.94,506.91
2013-02-28,495.73,506.84
2013-03-01,495.55,506.92
2013-03-02,495.34,506.86
2013-03-03,495.34,506.86
2013-03-04,495.34,506.86
2013-03-05,494.72,506.25
2013-03-06,494.71,505.86
2013-03-07,494.76,505.82
2013-03-08,494.79,505.7
2013-03-09,493.66,504.59
2013-03-10,493.66,504.59
2013-03-11,493.66,504.59
2013-03-12,493.11,504.04
2013-03-13,493.01,503.98
2013-03-14,493.03,503.99
2013-03-15,492.97,503.82
2013-03-16,492.93,503.87
2013-03-17,492.93,503.87
2013-03-18,492.93,503.87
2013-03-19,492.96,503.91
2013-03-20,492.92,503.8
2013-03-21,492.9,503.8
2013-03-22,492.89,503.67
2013-03-23,492.72,503.69
2013-03-24,492.72,503.69
2013-03-25,492.72,503.69
2013-03-26,492.72,503.79
2013-03-27,492.69,503.82
2013-03-28,492.72,504.65
2013-03-29,492.72,504.65
2013-03-30,492.72,504.65
2013-03-31,492.72,504.65
2013-04-01,492.72,504.65
2013-04-02,492.72,503.85
2013-04-03,492.65,503.89
2013-04-04,494.38,505.62
2013-04-05,494.58,505.79
2013-04-06,494.65,505.72
2013-04-07,494.65,505.72
2013-04-08,494.65,505.72
2013-04-09,494.49,505.51
2013-04-10,494.48,505.53
2013-04-11,494.39,505.42
2013-04-12,494.39,505.42
2013-04-13,493.93,505.06
2013-04-14,493.93,505.06
2013-04-15,493.93,505.06
2013-04-16,493.38,504.34
2013-04-17,493.34,504.28
2013-04-18,493.35,504.38
2013-04-19,493.34,504.44
2013-04-20,492.26,503.29
2013-04-21,492.26,503.29
2013-04-22,492.26,503.29
2013-04-23,492.31,503.1
2013-04-24,491.97,502.63
2013-04-25,493.26,504.19
2013-04-26,493.3,504.31
2013-04-27,493.29,504.4
2013-04-28,493.29,504.4
2013-04-29,493.29,504.4
2013-04-30,493.36,504.46
2013-05-01,493.44,504.67
2013-05-02,493.44,504.67
2013-05-03,493.51,504.68
2013-05-04,493.51,504.68
2013-05-05,493.51,504.68
2013-05-06,493.51,504.68
2013-05-07,494.02,505.09
2013-05-08,494.08,505.07
2013-05-09,493.99,504.96
2013-05-10,493.67,504.57
2013-05-11,493.38,504.25
2013-05-12,493.38,504.25
2013-05-13,493.38,504.25
2013-05-14,493.43,504.4
2013-05-15,493.42,504.23
2013-05-16,493.43,504.27
2013-05-17,493.43,504.35
2013-05-18,493.44,504.31
2013-05-19,493.44,504.31
2013-05-20,493.44,504.31
2013-05-21,493.47,504.31
2013-05-22,493.45,504.27
2013-05-23,493.71,504.4
2013-05-24,494.34,505.21
2013-05-25,494.22,505.03
2013-05-26,494.22,505.03
2013-05-27,494.22,505.03
2013-05-28,493.35,504.02
2013-05-29,493.19,503.96
2013-05-30,493.2,504.13
2013-05-31,493.22,504.2
2013-06-01,493.19,504.38
2013-06-02,493.19,504.38
2013-06-03,493.19,504.38
2013-06-04,493.19,504.38
2013-06-05,493.22,504.4
2013-06-06,493.51,504.51
2013-06-07,493.47,504.49
2013-06-08,493.44,504.41
2013-06-09,493.44,504.41
2013-06-10,493.44,504.41
2013-06-11,493.31,504.35
2013-06-12,493.26,504.4
2013-06-13,493.4,504.52
2013-06-14,493.31,504.41
2013-06-15,493.11,504.17
2013-06-16,493.11,504.17
2013-06-17,493.11,504.17
2013-06-18,493.1,504.13
2013-06-19,493.03,504.06
2013-06-20,493.01,504.05
2013-06-21,493.15,504.17
2013-06-22,493.67,504.71
2013-06-23,493.67,504.71
2013-06-24,493.67,504.71
2013-06-25,493.73,504.77
2013-06-26,493.72,504.67
2013-06-27,493.68,504.68
2013-06-28,493.52,504.85
2013-06-29,493.03,504.53
2013-06-30,493.03,504.53
2013-07-01,493.03,504.53
2013-07-02,493.15,504.53
2013-07-03,493.16,504.48
2013-07-04,493.21,504.32
2013-07-05,493.25,504.37
2013-07-06,493.23,504.38
2013-07-07,493.23,504.38
2013-07-08,493.23,504.38
2013-07-09,493.29,504.36
2013-07-10,493.01,504.34
2013-07-11,493.03,504.31
2013-07-12,492.99,504.33
2013-07-13,493.17,504.38
2013-07-14,493.17,504.38
2013-07-15,493.17,504.38
2013-07-16,493.05,504.48
2013-07-17,493.0,504.46
2013-07-18,493.01,504.41
2013-07-19,492.99,504.25
2013-07-20,493.01,504.24
2013-07-21,493.01,504.24
2013-07-22,493.01,504.24
2013-07-23,493.03,504.3
2013-07-24,492.96,504.5
2013-07-25,492.95,504.46
2013-07-26,492.95,504.46
2013-07-27,492.95,504.5
2013-07-28,492.95,504.5
2013-07-29,492.95,504.5
2013-07-30,492.94,504.45
2013-07-31,492.99,504.44
2013-08-01,492.99,504.51
2013-08-02,492.98,504.52
2013-08-03,492.98,504.52
2013-08-04,492.98,504.52
2013-08-05,492.98,504.52
2013-08-06,492.98,504.57
2013-08-07,492.9,504.79
2013-08-08,492.9,504.73
2013-08-09,492.89,504.71
2013-08-10,492.89,504.73
2013-08-11,492.89,504.73
2013-08-12,492.89,504.73
2013-08-13,493.01,504.78
2013-08-14,492.96,504.86
2013-08-15,492.94,504.86
2013-08-16,492.94,504.86
2013-08-17,492.96,504.87
2013-08-18,492.96,504.87
2013-08-19,492.96,504.87
2013-08-20,492.93,504.79
2013-08-21,492.94,504.8
2013-08-22,492.94,504.79
2013-08-23,492.91,504.99
2013-08-24,493.03,505.27
2013-08-25,493.03,505.27
2013-08-26,493.03,505.27
2013-08-27,492.99,505.09
2013-08-28,492.96,505.06
2013-08-29,493.0,505.08
2013-08-30,494.56,506.89
2013-08-31,497.14,510.03
2013-09-01,497.14,510.03
2013-09-02,497.14,510.03
2013-09-03,497.2,510.11
2013-09-04,495.24,507.46
2013-09-05,495.58,507.79
2013-09-06,496.15,508.28
2013-09-07,496.68,508.79
2013-09-08,496.68,508.79
2013-09-09,496.68,508.79
2013-09-10,496.97,509.13
2013-09-11,496.62,509.01
2013-09-12,495.12,507.4
2013-09-13,494.97,507.28
2013-09-14,494.82,507.18
2013-09-15,494.82,507.18
2013-09-16,494.82,507.18
2013-09-17,494.16,506.5
2013-09-18,495.85,508.14
2013-09-19,495.34,507.48
2013-09-20,493.76,505.88
2013-09-21,493.48,505.61
2013-09-22,493.48,505.61
2013-09-23,493.48,505.61
2013-09-24,494.43,506.86
2013-09-25,494.52,506.99
2013-09-26,494.32,506.56
2013-09-27,493.65,505.82
2013-09-28,493.51,505.57
2013-09-29,493.51,505.57
2013-09-30,493.51,505.57
2013-10-01,493.57,505.67
2013-10-02,493.48,505.68
2013-10-03,493.69,505.86
2013-10-04,493.64,505.85
2013-10-05,493.61,505.83
2013-10-06,493.61,505.83
2013-10-07,493.61,505.83
2013-10-08,494.84,506.95
2013-10-09,494.99,507.08
2013-10-10,494.79,506.9
2013-10-11,494.72,506.86
2013-10-12,494.71,506.81
2013-10-13,494.71,506.81
2013-10-14,494.71,506.81
2013-10-15,493.88,505.99
2013-10-16,493.64,505.8
2013-10-17,493.94,506.08
2013-10-18,493.92,506.06
2013-10-19,493.94,506.07
2013-10-20,493.94,506.07
2013-10-21,493.94,506.07
2013-10-22,493.95,506.08
2013-10-23,493.86,505.98
2013-10-24,493.71,506.0
2013-10-25,493.7,506.04
2013-10-26,493.6,506.02
2013-10-27,493.6,506.02
2013-10-28,493.6,506.02
2013-10-29,493.71,506.05
2013-10-30,493.61,505.97
2013-10-31,493.64,506.02
2013-11-01,493.73,506.01
2013-11-02,493.68,506.0
2013-11-03,493.68,506.0
2013-11-04,493.68,506.0
2013-11-05,494.15,506.37
2013-11-06,494.23,506.43
2013-11-07,494.43,506.65
2013-11-08,494.43,506.64
2013-11-09,494.07,506.2
2013-11-10,494.07,506.2
2013-11-11,494.07,506.2
2013-11-12,493.69,505.91
2013-11-13,493.61,505.88
2013-11-14,493.62,505.88
2013-11-15,492.49,505.88
2013-11-16,493.61,505.88
2013-11-17,493.61,505.88
2013-11-18,493.61,505.88
2013-11-19,493.7,505.89
2013-11-20,493.63,505.86
2013-11-21,493.15,505.36
2013-11-22,492.86,505.03
2013-11-23,493.34,505.53
2013-11-24,493.34,505.53
2013-11-25,493.34,505.53
2013-11-26,493.45,505.55
2013-11-27,493.35,505.5
2013-11-28,493.14,505.27
2013-11-29,492.96,505.08
2013-11-30,492.93,505.13
2013-12-01,492.93,505.13
2013-12-02,492.93,505.13
2013-12-03,493.0,505.13
2013-12-04,492.92,505.07
2013-12-05,492.87,505.17
2013-12-06,492.88,505.11
2013-12-07,492.85,505.08
2013-12-08,492.85,505.08
2013-12-09,492.85,505.08
2013-12-10,492.89,505.11
2013-12-11,492.83,505.11
2013-12-12,492.63,504.96
2013-12-13,492.62,504.88
2013-12-14,492.62,504.88
2013-12-15,492.62,504.88
2013-12-16,492.62,504.88
2013-12-17,492.72,504.92
2013-12-18,493.28,505.5
2013-12-19,493.3,505.77
2013-12-20,493.29,505.78
2013-12-21,493.49,505.96
2013-12-22,493.49,505.96
2013-12-23,493.49,505.96
2013-12-24,494.46,507.17
2013-12-25,495.45,508.33
2013-12-26,495.45,508.33
2013-12-27,495.59,508.52
2013-12-28,494.92,507.9
2013-12-29,494.92,507.9
2013-12-30,494.92,507.9
2013-12-31,495.01,507.8
2014-01-01,495.01,507.8
2014-01-02,495.01,507.8
2014-01-03,494.89,507.95
2014-01-04,495.45,508.65
2014-01-05,495.45,508.65
2014-01-06,495.45,508.65
2014-01-07,496.64,509.68
2014-01-08,496.28,509.2
2014-01-09,493.82,506.73
2014-01-10,493.62,506.3
2014-01-11,493.13,505.82
2014-01-12,493.13,505.82
2014-01-13,493.13,505.82
2014-01-14,494.47,507.23
2014-01-15,494.84,507.67
2014-01-16,494.86,507.51
2014-01-17,494.85,507.56
2014-01-18,494.74,507.47
2014-01-19,494.74,507.47
2014-01-20,494.74,507.47
2014-01-21,495.02,507.88
2014-01-22,495.55,508.29
2014-01-23,497.53,510.34
2014-01-24,497.92,510.77
2014-01-25,499.92,512.54
2014-01-26,499.92,512.54
2014-01-27,499.92,512.54
2014-01-28,499.77,512.36
2014-01-29,498.58,511.08
2014-01-30,505.12,518.14
2014-01-31,505.39,519.63
2014-02-01,506.37,520.6
2014-02-02,506.37,520.6
2014-02-03,506.37,520.6
2014-02-04,510.15,524.82
2014-02-05,510.23,524.74
2014-02-06,514.76,529.39
2014-02-07,518.51,533.25
2014-02-08,513.97,528.56
2014-02-09,513.97,528.56
2014-02-10,513.97,528.56
2014-02-11,514.21,528.48
2014-02-12,516.79,530.88
2014-02-13,517.06,531.24
2014-02-14,517.15,531.28
2014-02-15,517.07,531.32
2014-02-16,517.07,531.32
2014-02-17,517.07,531.32
2014-02-18,517.52,531.62
2014-02-19,517.23,531.51
2014-02-20,519.12,533.45
2014-02-21,522.68,537.02
2014-02-22,526.24,540.45
2014-02-23,526.24,540.45
2014-02-24,526.24,540.45
2014-02-25,532.13,546.28
2014-02-26,532.1,546.22
2014-02-27,536.22,550.77
2014-02-28,538.58,553.54
2014-03-01,539.09,553.55
2014-03-02,539.09,553.55
2014-03-03,539.09,553.55
2014-03-04,542.53,557.11
2014-03-05,545.95,560.75
2014-03-06,549.43,564.17
2014-03-07,552.15,567.23
2014-03-08,555.79,570.79
2014-03-09,555.79,570.79
2014-03-10,555.79,570.79
2014-03-11,557.16,571.85
2014-03-12,557.62,572.44
2014-03-13,555.28,570.02
2014-03-14,541.2,558.73
2014-03-15,531.86,549.87
2014-03-16,531.86,549.87
2014-03-17,531.86,549.87
2014-03-18,531.88,548.96
2014-03-19,532.99,548.8
2014-03-20,533.05,548.77
2014-03-21,535.38,550.88
2014-03-22,539.55,554.54
2014-03-23,539.55,554.54
2014-03-24,539.55,554.54
2014-03-25,538.77,553.61
2014-03-26,538.42,553.29
2014-03-27,537.83,552.84
2014-03-28,538.44,553.53
2014-03-29,538.34,553.63
2014-03-30,538.34,553.63
2014-03-31,538.34,553.63
2014-04-01,538.59,553.57
2014-04-02,540.13,555.2
2014-04-03,544.01,558.95
2014-04-04,544.5,559.39
2014-04-05,542.81,557.83
2014-04-06,542.81,557.83
2014-04-07,542.81,557.83
2014-04-08,542.89,557.65
2014-04-09,542.7,557.56
2014-04-10,542.8,557.62
2014-04-11,542.22,557.11
2014-04-12,542.22,557.11
2014-04-13,542.22,557.11
2014-04-14,542.22,557.11
2014-04-15,536.29,551.3
2014-04-16,535.79,550.75
2014-04-17,535.18,550.88
2014-04-18,535.18,550.88
2014-04-19,535.18,550.88
2014-04-20,535.18,550.88
2014-04-21,535.18,550.88
2014-04-22,537.5,552.53
2014-04-23,540.59,555.55
2014-04-24,540.65,555.64
2014-04-25,540.36,555.4
2014-04-26,540.7,555.66
2014-04-27,540.7,555.66
2014-04-28,540.7,555.66
2014-04-29,540.83,555.79
2014-04-30,540.67,556.16
2014-05-01,544.65,559.58
2014-05-02,544.65,559.58
2014-05-03,544.82,559.63
2014-05-04,544.82,559.63
2014-05-05,544.82,559.63
2014-05-06,546.32,561.06
2014-05-07,546.89,561.58
2014-05-08,546.89,561.53
2014-05-09,546.89,561.53
2014-05-10,546.71,561.26
2014-05-11,546.71,561.26
2014-05-12,546.71,561.26
2014-05-13,546.68,561.13
2014-05-14,545.63,560.35
2014-05-15,545.38,560.09
2014-05-16,544.42,559.1
2014-05-17,544.42,559.16
2014-05-18,544.42,559.16
2014-05-19,544.42,559.16
2014-05-20,544.73,559.31
2014-05-21,545.41,560.0
2014-05-22,547.18,561.76
2014-05-23,547.88,562.37
2014-05-24,546.14,560.84
2014-05-25,546.14,560.84
2014-05-26,546.14,560.84
2014-05-27,545.23,559.77
2014-05-28,545.12,559.76
2014-05-29,545.14,559.78
2014-05-30,545.85,559.88
2014-05-31,546.35,559.88
2014-06-01,546.35,559.88
2014-06-02,546.35,559.88
2014-06-03,546.68,559.77
2014-06-04,546.87,559.88
2014-06-05,547.04,560.08
2014-06-06,547.05,560.08
2014-06-07,546.99,560.08
2014-06-08,546.99,560.08
2014-06-09,546.99,560.08
2014-06-10,547.09,560.1
2014-06-11,547.99,560.08
2014-06-12,550.07,560.99
2014-06-13,549.85,560.76
2014-06-14,548.78,559.61
2014-06-15,548.78,559.61
2014-06-16,548.78,559.61
2014-06-17,547.48,558.25
2014-06-18,547.65,558.47
2014-06-19,546.21,557.22
2014-06-20,544.45,555.5
2014-06-21,540.12,551.11
2014-06-22,540.12,551.11
2014-06-23,540.12,551.11
2014-06-24,539.94,550.77
2014-06-25,540.04,550.91
2014-06-26,540.11,551.03
2014-06-27,541.25,552.15
2014-06-28,537.58,548.66
2014-06-29,537.58,548.66
2014-06-30,537.58,548.66
2014-07-01,537.48,548.45
2014-07-02,536.32,547.2
2014-07-03,534.92,545.83
2014-07-04,534.08,544.95
2014-07-05,534.04,544.92
2014-07-06,534.04,544.92
2014-07-07,534.04,544.92
2014-07-08,534.11,545.05
2014-07-09,534.03,545.0
2014-07-10,533.99,545.0
2014-07-11,532.96,543.9
2014-07-12,531.93,542.64
2014-07-13,531.93,542.64
2014-07-14,531.93,542.64
2014-07-15,531.82,542.9
2014-07-16,531.88,542.92
2014-07-17,531.8,542.69
2014-07-18,531.8,542.68
2014-07-19,531.97,542.67
2014-07-20,531.97,542.67
2014-07-21,531.97,542.67
2014-07-22,532.03,542.7
2014-07-23,531.9,542.7
2014-07-24,532.52,543.42
2014-07-25,532.41,543.39
2014-07-26,532.41,543.39
2014-07-27,532.41,543.39
2014-07-28,532.41,543.39
2014-07-29,532.44,543.36
2014-07-30,533.17,543.98
2014-07-31,533.0,543.93
2014-08-01,533.07,543.86
2014-08-02,533.12,543.95
2014-08-03,533.12,543.95
2014-08-04,533.12,543.95
2014-08-05,534.03,544.74
2014-08-06,534.26,545.18
2014-08-07,534.54,545.53
2014-08-08,534.46,545.41
2014-08-09,534.38,545.25
2014-08-10,534.38,545.25
2014-08-11,534.38,545.25
2014-08-12,534.37,545.08
2014-08-13,534.27,545.04
2014-08-14,534.32,545.01
2014-08-15,534.34,545.09
2014-08-16,534.34,545.09
2014-08-17,534.34,545.09
2014-08-18,534.34,545.09
2014-08-19,534.31,545.1
2014-08-20,534.3,545.09
2014-08-21,534.28,545.13
2014-08-22,534.41,545.34
2014-08-23,534.33,545.38
2014-08-24,534.33,545.38
2014-08-25,534.33,545.38
2014-08-26,534.43,545.37
2014-08-27,534.33,545.31
2014-08-28,534.27,545.34
2014-08-29,534.26,545.32
2014-08-30,534.28,545.33
2014-08-31,534.28,545.33
2014-09-01,534.28,545.33
2014-09-02,534.38,545.34
2014-09-03,534.45,545.34
2014-09-04,534.44,545.32
2014-09-05,534.45,545.33
2014-09-06,534.36,545.37
2014-09-07,534.36,545.37
2014-09-08,534.36,545.37
2014-09-09,534.44,545.35
2014-09-10,534.4,545.37
2014-09-11,534.39,545.32
2014-09-12,534.36,545.27
2014-09-13,534.47,545.27
2014-09-14,534.47,545.27
2014-09-15,534.47,545.27
2014-09-16,534.47,545.27
2014-09-17,534.49,545.24
2014-09-18,534.22,545.56
2014-09-19,534.14,545.52
2014-09-20,534.13,545.52
2014-09-21,534.13,545.52
2014-09-22,534.13,545.52
2014-09-23,534.12,545.54
2014-09-24,534.04,545.51
2014-09-25,534.0,545.52
2014-09-26,533.92,545.48
2014-09-27,533.93,545.51
2014-09-28,533.93,545.51
2014-09-29,533.93,545.51
2014-09-30,534.02,545.52
2014-10-01,534.02,545.52
2014-10-02,534.08,545.57
2014-10-03,534.06,545.54
2014-10-04,534.04,545.56
2014-10-05,534.04,545.56
2014-10-06,534.04,545.56
2014-10-07,534.03,545.55
2014-10-08,533.98,545.51
2014-10-09,533.97,545.49
2014-10-10,533.95,545.46
2014-10-11,533.98,545.47
2014-10-12,533.98,545.47
2014-10-13,533.98,545.47
2014-10-14,534.03,545.49
2014-10-15,533.98,545.56
2014-10-16,533.97,545.56
2014-10-17,533.99,545.59
2014-10-18,534.0,545.57
2014-10-19,534.0,545.57
2014-10-20,534.0,545.57
2014-10-21,534.02,545.52
2014-10-22,533.97,545.53
2014-10-23,533.94,545.49
2014-10-24,533.82,545.44
2014-10-25,533.48,545.03
2014-10-26,533.48,545.03
2014-10-27,533.48,545.03
2014-10-28,533.14,544.67
2014-10-29,533.06,544.65
2014-10-30,533.26,544.79
2014-10-31,533.12,544.71
2014-11-01,533.29,544.89
2014-11-02,533.29,544.89
2014-11-03,533.29,544.89
2014-11-04,533.39,544.93
2014-11-05,533.34,544.95
2014-11-06,533.37,544.93
2014-11-07,532.68,544.29
2014-11-08,532.02,543.61
2014-11-09,532.02,543.61
2014-11-10,532.02,543.61
2014-11-11,531.99,543.56
2014-11-12,531.9,543.56
2014-11-13,531.9,543.57
2014-11-14,531.83,543.5
2014-11-15,531.1,542.72
2014-11-16,531.1,542.72
2014-11-17,531.1,542.72
2014-11-18,530.8,542.43
2014-11-19,530.44,542.13
2014-11-20,530.39,542.07
2014-11-21,530.35,542.08
2014-11-22,530.3,542.08
2014-11-23,530.3,542.08
2014-11-24,530.3,542.08
2014-11-25,530.34,541.99
2014-11-26,530.06,541.93
2014-11-27,529.83,541.53
2014-11-28,529.89,541.5
2014-11-29,529.6,541.19
2014-11-30,529.6,541.19
2014-12-01,529.6,541.19
2014-12-02,528.74,540.24
2014-12-03,528.27,539.91
2014-12-04,528.15,539.74
2014-12-05,528.05,539.64
2014-12-06,527.94,539.55
2014-12-07,527.94,539.55
2014-12-08,527.94,539.55
2014-12-09,527.75,539.56
2014-12-10,528.24,539.82
2014-12-11,528.21,539.86
2014-12-12,528.17,539.84
2014-12-13,528.2,539.88
2014-12-14,528.2,539.88
2014-12-15,528.2,539.88
2014-12-16,528.22,539.87
2014-12-17,527.72,539.49
2014-12-18,527.22,539.07
2014-12-19,527.13,538.94
2014-12-20,526.99,538.95
2014-12-21,526.99,538.95
2014-12-22,526.99,538.95
2014-12-23,530.47,542.47
2014-12-24,532.76,545.24
2014-12-25,532.68,545.39
2014-12-26,532.68,545.39
