,compra,venta
2009-11-19,560.99,571.38
2009-11-20,559.46,569.83
2009-11-21,559.5,569.64
2009-11-22,559.5,569.64
2009-11-23,559.5,569.64
2009-11-24,558.51,568.23
2009-11-25,557.44,567.09
2009-11-26,556.9,566.66
2009-11-27,553.47,563.31
2009-11-28,549.24,559.27
2009-11-29,549.24,559.27
2009-11-30,549.24,559.27
2009-12-01,552.95,563.07
2009-12-02,557.82,567.89
2009-12-03,571.39,582.01
2009-12-04,566.87,577.09
2009-12-05,564.18,574.54
2009-12-06,564.18,574.54
2009-12-07,564.18,574.54
2009-12-08,565.89,576.02
2009-12-09,567.61,577.77
2009-12-10,568.69,579.04
2009-12-11,564.48,574.92
2009-12-12,560.0,570.49
2009-12-13,560.0,570.49
2009-12-14,560.0,570.49
2009-12-15,560.98,571.55
2009-12-16,560.56,571.15
2009-12-17,557.55,568.15
2009-12-18,555.57,565.84
2009-12-19,559.69,570.07
2009-12-20,559.69,570.07
2009-12-21,559.69,570.07
2009-12-22,569.58,579.73
2009-12-23,573.35,583.14
2009-12-24,564.39,575.83
2009-12-25,563.77,575.17
2009-12-26,563.77,575.17
2009-12-27,563.77,575.17
2009-12-28,563.77,575.17
2009-12-29,561.24,572.95
2009-12-30,557.44,569.56
2009-12-31,558.67,571.81
2010-01-01,558.67,571.81
2010-01-02,558.67,571.81
2010-01-03,558.67,571.81
2010-01-04,558.67,571.81
2010-01-05,558.15,568.02
2010-01-06,559.89,569.69
2010-01-07,564.54,574.52
2010-01-08,570.4,580.56
2010-01-09,572.06,582.21
2010-01-10,572.06,582.21
2010-01-11,572.06,582.21
2010-01-12,567.67,577.9
2010-01-13,564.49,574.78
2010-01-14,561.3,571.43
2010-01-15,556.33,566.72
2010-01-16,552.43,562.75
2010-01-17,552.43,562.75
2010-01-18,552.43,562.75
2010-01-19,556.25,566.1
2010-01-20,556.6,566.54
2010-01-21,552.3,562.63
2010-01-22,546.5,556.56
2010-01-23,558.97,568.96
2010-01-24,558.97,568.96
2010-01-25,558.97,568.96
2010-01-26,557.12,567.15
2010-01-27,554.91,564.91
2010-01-28,557.42,567.49
2010-01-29,551.64,561.58
2010-01-30,555.0,565.11
2010-01-31,555.0,565.11
2010-02-01,555.0,565.11
2010-02-02,554.07,564.12
2010-02-03,553.46,563.52
2010-02-04,552.08,562.11
2010-02-05,552.28,562.3
2010-02-06,549.89,560.04
2010-02-07,549.89,560.04
2010-02-08,549.89,560.04
2010-02-09,548.45,558.51
2010-02-10,551.47,561.48
2010-02-11,551.78,561.77
2010-02-12,545.05,555.09
2010-02-13,545.16,555.21
2010-02-14,545.16,555.21
2010-02-15,545.16,555.21
2010-02-16,544.74,554.37
2010-02-17,549.35,559.1
2010-02-18,550.2,560.21
2010-02-19,547.16,557.03
2010-02-20,545.76,555.84
2010-02-21,545.76,555.84
2010-02-22,545.76,555.84
2010-02-23,545.06,554.85
2010-02-24,548.46,558.24
2010-02-25,547.02,556.72
2010-02-26,546.74,556.56
2010-02-27,548.54,558.45
2010-02-28,548.54,558.45
2010-03-01,548.54,558.45
2010-03-02,545.67,555.41
2010-03-03,544.6,554.34
2010-03-04,544.4,554.22
2010-03-05,543.29,553.09
2010-03-06,542.11,551.95
2010-03-07,542.11,551.95
2010-03-08,542.11,551.95
2010-03-09,540.38,550.41
2010-03-10,540.32,550.39
2010-03-11,539.28,549.24
2010-03-12,539.12,549.21
2010-03-13,536.72,546.49
2010-03-14,536.72,546.49
2010-03-15,536.72,546.49
2010-03-16,523.05,532.59
2010-03-17,525.23,535.3
2010-03-18,532.99,543.06
2010-03-19,534.52,544.65
2010-03-20,530.87,541.3
2010-03-21,530.87,541.3
2010-03-22,530.87,541.3
2010-03-23,525.15,535.7
2010-03-24,521.08,531.37
2010-03-25,518.51,528.78
2010-03-26,519.23,529.36
2010-03-27,520.0,530.19
2010-03-28,520.0,530.19
2010-03-29,520.0,530.19
2010-03-30,519.08,529.43
2010-03-31,518.51,528.78
2010-04-01,517.73,528.09
2010-04-02,517.73,528.09
2010-04-03,517.73,528.09
2010-04-04,517.73,528.09
2010-04-05,517.73,528.09
2010-04-06,515.27,525.39
2010-04-07,512.48,522.46
2010-04-08,512.53,523.08
2010-04-09,515.2,525.16
2010-04-10,515.23,525.24
2010-04-11,515.23,525.24
2010-04-12,515.23,525.24
2010-04-13,515.31,525.39
2010-04-14,514.67,524.81
2010-04-15,514.1,524.3
2010-04-16,511.14,521.54
2010-04-17,508.0,518.24
2010-04-18,508.0,518.24
2010-04-19,508.0,518.24
2010-04-20,506.12,516.64
2010-04-21,506.48,516.7
2010-04-22,506.78,516.81
2010-04-23,506.74,516.59
2010-04-24,506.11,516.21
2010-04-25,506.11,516.21
2010-04-26,506.11,516.21
2010-04-27,506.15,516.23
2010-04-28,506.52,516.59
2010-04-29,506.59,516.45
2010-04-30,505.9,516.04
2010-05-01,505.42,515.56
2010-05-02,505.42,515.56
2010-05-03,505.42,515.56
2010-05-04,503.29,513.17
2010-05-05,505.94,515.99
2010-05-06,511.15,521.38
2010-05-07,521.07,532.06
2010-05-08,532.78,544.43
2010-05-09,532.78,544.43
2010-05-10,532.78,544.43
2010-05-11,532.26,543.04
2010-05-12,525.13,535.76
2010-05-13,514.12,524.57
2010-05-14,511.83,521.93
2010-05-15,507.43,517.32
2010-05-16,507.43,517.32
2010-05-17,507.43,517.32
2010-05-18,515.29,525.95
2010-05-19,525.4,536.16
2010-05-20,530.69,541.15
2010-05-21,529.31,539.83
2010-05-22,530.39,540.92
2010-05-23,530.39,540.92
2010-05-24,530.39,540.92
2010-05-25,530.56,540.88
2010-05-26,534.81,545.52
2010-05-27,534.99,545.68
2010-05-28,534.94,545.64
2010-05-29,535.14,545.72
2010-05-30,535.14,545.72
2010-05-31,535.14,545.72
2010-06-01,535.68,546.38
2010-06-02,538.95,549.52
2010-06-03,540.04,550.56
2010-06-04,542.16,552.66
2010-06-05,543.1,553.57
2010-06-06,543.1,553.57
2010-06-07,543.1,553.57
2010-06-08,543.07,553.48
2010-06-09,542.46,553.09
2010-06-10,535.02,545.62
2010-06-11,529.86,540.76
2010-06-12,528.4,539.36
2010-06-13,528.4,539.36
2010-06-14,528.4,539.36
2010-06-15,530.21,540.73
2010-06-16,532.76,543.31
2010-06-17,529.26,539.42
2010-06-18,525.23,535.32
2010-06-19,525.1,535.21
2010-06-20,525.1,535.21
2010-06-21,525.1,535.21
2010-06-22,524.61,534.88
2010-06-23,521.19,531.2
2010-06-24,517.67,527.86
2010-06-25,517.35,527.6
2010-06-26,517.51,527.61
2010-06-27,517.51,527.61
2010-06-28,517.51,527.61
2010-06-29,519.64,529.67
2010-06-30,529.91,540.24
2010-07-01,530.77,541.02
2010-07-02,531.44,541.67
2010-07-03,531.38,541.76
2010-07-04,531.38,541.76
2010-07-05,531.38,541.76
2010-07-06,530.13,540.63
2010-07-07,528.9,539.33
2010-07-08,525.68,536.07
2010-07-09,519.32,529.74
2010-07-10,519.87,530.37
2010-07-11,519.87,530.37
2010-07-12,519.87,530.37
2010-07-13,518.16,528.39
2010-07-14,515.57,526.13
2010-07-15,514.46,525.14
2010-07-16,509.71,520.36
2010-07-17,508.67,519.21
2010-07-18,508.67,519.21
2010-07-19,508.67,519.21
2010-07-20,513.34,523.6
2010-07-21,516.99,527.24
2010-07-22,516.86,527.31
2010-07-23,513.7,524.54
2010-07-24,514.46,525.23
2010-07-25,514.46,525.23
2010-07-26,514.46,525.23
2010-07-27,513.94,524.66
2010-07-28,514.78,525.43
2010-07-29,515.98,526.55
2010-07-30,515.33,525.92
2010-07-31,511.64,522.71
2010-08-01,511.64,522.71
2010-08-02,511.64,522.71
2010-08-03,511.64,522.71
2010-08-04,510.33,520.69
2010-08-05,511.88,522.33
2010-08-06,512.11,522.48
2010-08-07,510.94,521.17
2010-08-08,510.94,521.17
2010-08-09,510.94,521.17
2010-08-10,509.92,520.19
2010-08-11,506.66,516.9
2010-08-12,506.48,516.71
2010-08-13,505.2,515.46
2010-08-14,503.09,513.33
2010-08-15,503.09,513.33
2010-08-16,503.09,513.33
2010-08-17,503.25,513.37
2010-08-18,504.41,514.52
2010-08-19,505.87,515.79
2010-08-20,506.61,516.69
2010-08-21,506.26,516.4
2010-08-22,506.26,516.4
2010-08-23,506.26,516.4
2010-08-24,504.44,514.74
2010-08-25,504.28,514.57
2010-08-26,504.2,514.47
2010-08-27,504.22,514.44
2010-08-28,504.15,514.3
2010-08-29,504.15,514.3
2010-08-30,504.15,514.3
2010-08-31,504.12,514.28
2010-09-01,501.22,511.26
2010-09-02,503.24,513.3
2010-09-03,510.87,521.55
2010-09-04,520.42,530.56
2010-09-05,520.42,530.56
2010-09-06,520.42,530.56
2010-09-07,516.25,526.2
2010-09-08,513.33,523.15
2010-09-09,511.31,521.03
2010-09-10,504.49,514.05
2010-09-11,501.34,511.53
2010-09-12,501.34,511.53
2010-09-13,501.34,511.53
2010-09-14,500.76,511.08
2010-09-15,500.98,511.24
2010-09-16,500.98,511.24
2010-09-17,498.41,509.0
2010-09-18,496.93,507.15
2010-09-19,496.93,507.15
2010-09-20,496.93,507.15
2010-09-21,497.34,507.47
2010-09-22,503.05,513.71
2010-09-23,505.34,515.9
2010-09-24,504.87,515.13
2010-09-25,504.61,514.97
2010-09-26,504.61,514.97
2010-09-27,504.61,514.97
2010-09-28,504.04,514.54
2010-09-29,502.83,513.34
2010-09-30,502.55,512.94
2010-10-01,504.78,515.73
2010-10-02,507.32,518.01
2010-10-03,507.32,518.01
2010-10-04,507.32,518.01
2010-10-05,508.72,519.04
2010-10-06,511.64,522.25
2010-10-07,507.61,518.08
2010-10-08,507.02,517.89
2010-10-09,507.21,517.85
2010-10-10,507.21,517.85
2010-10-11,507.21,517.85
2010-10-12,504.97,515.68
2010-10-13,502.15,512.7
2010-10-14,500.94,511.13
2010-10-15,500.02,510.12
2010-10-16,498.42,508.94
2010-10-17,498.42,508.94
2010-10-18,498.42,508.94
2010-10-19,498.42,508.94
2010-10-20,500.72,511.31
2010-10-21,504.91,515.65
2010-10-22,506.95,517.58
2010-10-23,505.93,516.63
2010-10-24,505.93,516.63
2010-10-25,505.93,516.63
2010-10-26,505.28,515.79
2010-10-27,504.95,515.43
2010-10-28,506.34,517.1
2010-10-29,507.7,518.43
2010-10-30,508.52,519.18
2010-10-31,508.52,519.18
2010-11-01,508.52,519.18
2010-11-02,506.94,517.45
2010-11-03,506.9,517.44
2010-11-04,507.09,517.55
2010-11-05,511.28,521.75
2010-11-06,514.47,524.31
2010-11-07,514.47,524.31
2010-11-08,514.47,524.31
2010-11-09,514.36,524.18
2010-11-10,513.64,523.18
2010-11-11,512.31,521.91
2010-11-12,508.42,518.56
2010-11-13,507.17,517.46
2010-11-14,507.17,517.46
2010-11-15,507.17,517.46
2010-11-16,506.78,517.16
2010-11-17,507.68,518.14
2010-11-18,506.63,517.14
2010-11-19,505.23,515.78
2010-11-20,504.3,514.19
2010-11-21,504.3,514.19
2010-11-22,504.3,514.19
2010-11-23,504.91,514.6
2010-11-24,504.74,514.3
2010-11-25,505.28,514.04
2010-11-26,504.35,513.29
2010-11-27,501.95,510.95
2010-11-28,501.95,510.95
2010-11-29,501.95,510.95
2010-11-30,503.18,512.2
2010-12-01,502.49,512.84
2010-12-02,500.22,510.82
2010-12-03,499.55,509.94
2010-12-04,500.49,511.05
2010-12-05,500.49,511.05
2010-12-06,500.49,511.05
2010-12-07,500.7,511.2
2010-12-08,500.46,511.28
2010-12-09,500.07,510.66
2010-12-10,500.33,510.67
2010-12-11,499.42,509.42
2010-12-12,499.42,509.42
2010-12-13,499.42,509.42
2010-12-14,498.83,508.7
2010-12-15,498.53,508.4
2010-12-16,496.65,506.35
2010-12-17,496.53,506.57
2010-12-18,499.72,509.57
2010-12-19,499.72,509.57
2010-12-20,499.72,509.57
2010-12-21,502.32,511.96
2010-12-22,503.49,513.39
2010-12-23,503.58,513.34
2010-12-24,503.23,513.51
2010-12-25,502.55,514.89
2010-12-26,502.55,514.89
2010-12-27,502.55,514.89
2010-12-28,502.48,514.41
2010-12-29,504.02,515.67
2010-12-30,506.89,517.87
2010-12-31,507.85,518.09
2011-01-01,507.85,518.09
2011-01-02,507.85,518.09
2011-01-03,507.85,518.09
2011-01-04,506.64,516.94
2011-01-05,506.07,516.29
2011-01-06,506.03,516.43
2011-01-07,505.96,516.33
2011-01-08,505.27,515.54
2011-01-09,505.27,515.54
2011-01-10,505.27,515.54
2011-01-11,504.96,515.33
2011-01-12,505.03,515.39
2011-01-13,503.72,514.16
2011-01-14,498.58,509.09
2011-01-15,498.55,508.89
2011-01-16,498.55,508.89
2011-01-17,498.55,508.89
2011-01-18,498.6,508.9
2011-01-19,498.42,508.71
2011-01-20,498.25,508.48
2011-01-21,498.22,508.37
2011-01-22,498.17,508.3
2011-01-23,498.17,508.3
2011-01-24,498.17,508.3
2011-01-25,498.85,508.79
2011-01-26,499.0,509.05
2011-01-27,498.78,508.94
2011-01-28,498.71,508.88
2011-01-29,500.85,510.69
2011-01-30,500.85,510.69
2011-01-31,500.85,510.69
2011-02-01,499.01,509.08
2011-02-02,498.9,508.82
2011-02-03,498.86,508.87
2011-02-04,498.71,508.87
2011-02-05,497.98,508.11
2011-02-06,497.98,508.11
2011-02-07,497.98,508.11
2011-02-08,496.89,507.13
2011-02-09,498.57,508.67
2011-02-10,498.49,508.9
2011-02-11,498.44,508.9
2011-02-12,498.35,508.84
2011-02-13,498.35,508.84
2011-02-14,498.35,508.84
2011-02-15,497.21,507.64
2011-02-16,496.32,506.64
2011-02-17,495.58,505.76
2011-02-18,495.54,505.74
2011-02-19,495.49,505.69
2011-02-20,495.49,505.69
2011-02-21,495.49,505.69
2011-02-22,495.45,505.66
2011-02-23,495.38,505.69
2011-02-24,495.32,505.65
2011-02-25,495.57,505.96
2011-02-26,497.28,507.61
2011-02-27,497.28,507.61
2011-02-28,497.28,507.61
2011-03-01,496.33,506.72
2011-03-02,496.47,507.05
2011-03-03,496.63,507.21
2011-03-04,496.6,507.14
2011-03-05,496.27,506.73
2011-03-06,496.27,506.73
2011-03-07,496.27,506.73
2011-03-08,495.3,505.7
2011-03-09,494.99,505.53
2011-03-10,494.93,505.38
2011-03-11,494.71,505.23
2011-03-12,494.65,505.14
2011-03-13,494.65,505.14
2011-03-14,494.65,505.14
2011-03-15,494.69,505.11
2011-03-16,494.63,505.11
2011-03-17,494.64,505.17
2011-03-18,494.66,505.1
2011-03-19,494.67,505.11
2011-03-20,494.67,505.11
2011-03-21,494.67,505.11
2011-03-22,494.69,505.13
2011-03-23,494.66,505.12
2011-03-24,494.63,505.13
2011-03-25,494.6,505.11
2011-03-26,494.59,505.2
2011-03-27,494.59,505.2
2011-03-28,494.59,505.2
2011-03-29,494.7,505.27
2011-03-30,494.66,505.39
2011-03-31,495.66,506.16
2011-04-01,494.63,505.24
2011-04-02,494.61,505.12
2011-04-03,494.61,505.12
2011-04-04,494.61,505.12
2011-04-05,494.65,505.12
2011-04-06,494.56,505.12
2011-04-07,494.71,505.25
2011-04-08,494.74,505.22
2011-04-09,495.22,505.65
2011-04-10,495.22,505.65
2011-04-11,495.22,505.65
2011-04-12,495.22,505.65
2011-04-13,494.87,505.28
2011-04-14,494.52,505.1
2011-04-15,494.5,505.04
2011-04-16,494.47,505.02
2011-04-17,494.47,505.02
2011-04-18,494.47,505.02
2011-04-19,494.3,504.9
2011-04-20,494.27,504.89
2011-04-21,493.66,505.12
2011-04-22,493.66,505.12
2011-04-23,493.66,505.12
2011-04-24,493.66,505.12
2011-04-25,493.66,505.12
2011-04-26,494.07,504.65
2011-04-27,493.91,504.63
2011-04-28,494.24,504.97
2011-04-29,494.97,505.75
2011-04-30,495.6,506.44
2011-05-01,495.6,506.44
2011-05-02,495.6,506.44
2011-05-03,494.61,505.16
2011-05-04,496.56,507.11
2011-05-05,496.79,507.45
2011-05-06,496.69,507.16
2011-05-07,498.04,508.55
2011-05-08,498.04,508.55
2011-05-09,498.04,508.55
2011-05-10,498.52,508.95
2011-05-11,499.52,510.1
2011-05-12,501.91,512.66
2011-05-13,499.07,509.95
2011-05-14,496.58,507.46
2011-05-15,496.58,507.46
2011-05-16,496.58,507.46
2011-05-17,496.08,506.65
2011-05-18,496.3,506.97
2011-05-19,497.07,507.81
2011-05-20,497.08,507.82
2011-05-21,497.15,507.9
2011-05-22,497.15,507.9
2011-05-23,497.15,507.9
2011-05-24,497.4,507.95
2011-05-25,499.89,510.7
2011-05-26,500.1,510.85
2011-05-27,499.37,510.15
2011-05-28,499.23,510.27
2011-05-29,499.23,510.27
2011-05-30,499.23,510.27
2011-05-31,499.98,511.15
2011-06-01,501.99,513.2
2011-06-02,503.49,514.46
2011-06-03,503.34,514.26
2011-06-04,503.16,513.99
2011-06-05,503.16,513.99
2011-06-06,503.16,513.99
2011-06-07,503.44,514.2
2011-06-08,503.51,514.29
2011-06-09,503.08,513.91
2011-06-10,499.79,510.77
2011-06-11,499.33,510.5
2011-06-12,499.33,510.5
2011-06-13,499.33,510.5
2011-06-14,499.22,510.33
2011-06-15,499.13,510.01
2011-06-16,499.32,510.07
2011-06-17,499.42,510.15
2011-06-18,499.36,510.22
2011-06-19,499.36,510.22
2011-06-20,499.36,510.22
2011-06-21,499.61,510.42
2011-06-22,499.36,510.15
2011-06-23,499.38,510.1
2011-06-24,498.53,509.29
2011-06-25,498.12,509.04
2011-06-26,498.12,509.04
2011-06-27,498.12,509.04
2011-06-28,497.72,508.6
2011-06-29,497.59,508.56
2011-06-30,498.61,509.57
2011-07-01,498.21,508.95
2011-07-02,498.22,508.95
2011-07-03,498.22,508.95
2011-07-04,498.22,508.95
2011-07-05,498.88,509.86
2011-07-06,500.72,511.69
2011-07-07,501.26,512.29
2011-07-08,501.22,512.29
2011-07-09,500.69,511.78
2011-07-10,500.69,511.78
2011-07-11,500.69,511.78
2011-07-12,500.61,511.76
2011-07-13,500.53,511.46
2011-07-14,500.27,511.05
2011-07-15,499.91,510.66
2011-07-16,498.93,509.84
2011-07-17,498.93,509.84
2011-07-18,498.93,509.84
2011-07-19,498.61,509.48
2011-07-20,498.92,509.62
2011-07-21,498.98,509.83
2011-07-22,498.94,509.68
2011-07-23,498.9,509.71
2011-07-24,498.9,509.71
2011-07-25,498.9,509.71
2011-07-26,498.9,509.71
2011-07-27,498.74,509.54
2011-07-28,498.65,509.82
2011-07-29,498.67,509.9
2011-07-30,499.72,510.88
2011-07-31,499.72,510.88
2011-08-01,499.72,510.88
2011-08-02,499.72,510.78
2011-08-03,499.72,510.78
2011-08-04,499.76,510.63
2011-08-05,499.89,510.59
2011-08-06,499.89,510.56
2011-08-07,499.89,510.56
2011-08-08,499.89,510.56
2011-08-09,499.91,510.68
2011-08-10,499.95,510.77
2011-08-11,499.55,510.21
2011-08-12,499.18,509.96
2011-08-13,498.88,509.73
2011-08-14,498.88,509.73
2011-08-15,498.88,509.73
2011-08-16,498.88,509.73
2011-08-17,497.78,508.7
2011-08-18,497.86,508.65
2011-08-19,497.81,508.55
2011-08-20,497.88,508.58
2011-08-21,497.88,508.58
2011-08-22,497.88,508.58
2011-08-23,498.36,509.18
2011-08-24,500.27,510.87
2011-08-25,502.25,512.89
2011-08-26,504.24,514.82
2011-08-27,503.69,514.45
2011-08-28,503.69,514.45
2011-08-29,503.69,514.45
2011-08-30,504.14,514.93
2011-08-31,505.91,516.77
2011-09-01,508.46,519.51
2011-09-02,507.88,518.8
2011-09-03,506.8,517.53
2011-09-04,506.8,517.53
2011-09-05,506.8,517.53
2011-09-06,506.73,517.41
2011-09-07,507.83,518.48
2011-09-08,508.79,519.28
2011-09-09,508.84,519.27
2011-09-10,508.7,519.26
2011-09-11,508.7,519.26
2011-09-12,508.7,519.26
2011-09-13,505.52,516.31
2011-09-14,503.52,514.29
2011-09-15,501.11,511.91
2011-09-16,501.11,511.91
2011-09-17,499.74,510.39
2011-09-18,499.74,510.39
2011-09-19,499.74,510.39
2011-09-20,498.55,509.33
2011-09-21,500.7,511.39
2011-09-22,502.98,513.56
2011-09-23,505.47,516.08
2011-09-24,507.48,518.21
2011-09-25,507.48,518.21
2011-09-26,507.48,518.21
2011-09-27,507.36,518.28
2011-09-28,505.88,517.2
2011-09-29,507.69,518.73
2011-09-30,508.36,519.87
2011-10-01,508.86,520.34
2011-10-02,508.86,520.34
2011-10-03,508.86,520.34
2011-10-04,509.7,521.01
2011-10-05,513.07,524.1
2011-10-06,514.4,525.56
2011-10-07,515.2,526.04
2011-10-08,515.11,526.05
2011-10-09,515.11,526.05
2011-10-10,515.11,526.05
2011-10-11,513.58,524.77
2011-10-12,510.77,521.76
2011-10-13,509.18,520.33
2011-10-14,506.96,518.05
2011-10-15,506.5,517.66
2011-10-16,506.5,517.66
2011-10-17,506.5,517.66
2011-10-18,506.5,517.66
2011-10-19,506.61,517.71
2011-10-20,506.66,517.66
2011-10-21,507.63,518.66
2011-10-22,508.59,519.78
2011-10-23,508.59,519.78
2011-10-24,508.59,519.78
2011-10-25,508.82,520.06
2011-10-26,506.26,517.22
2011-10-27,505.65,516.67
2011-10-28,507.64,518.88
2011-10-29,509.78,521.11
2011-10-30,509.78,521.11
2011-10-31,509.78,521.11
2011-11-01,509.51,520.87
2011-11-02,509.51,520.59
2011-11-03,509.96,520.9
2011-11-04,509.16,520.18
2011-11-05,508.63,519.58
2011-11-06,508.63,519.58
2011-11-07,508.63,519.58
2011-11-08,507.31,517.86
2011-11-09,507.67,518.12
2011-11-10,507.37,517.97
2011-11-11,505.49,516.41
2011-11-12,503.33,514.31
2011-11-13,503.33,514.31
2011-11-14,503.33,514.31
2011-11-15,500.21,511.11
2011-11-16,500.12,511.14
2011-11-17,500.1,511.11
2011-11-18,497.63,508.94
2011-11-19,497.2,508.56
2011-11-20,497.2,508.56
2011-11-21,497.2,508.56
2011-11-22,497.29,508.6
2011-11-23,497.4,508.48
2011-11-24,497.27,508.42
2011-11-25,497.34,508.4
2011-11-26,495.88,506.84
2011-11-27,495.88,506.84
2011-11-28,495.88,506.84
2011-11-29,497.02,508.23
2011-11-30,501.0,512.1
2011-12-01,497.88,509.26
2011-12-02,497.72,508.98
2011-12-03,497.93,509.06
2011-12-04,497.93,509.06
2011-12-05,497.93,509.06
2011-12-06,500.07,511.11
2011-12-07,501.58,512.51
2011-12-08,501.27,512.13
2011-12-09,501.15,511.98
2011-12-10,499.23,510.33
2011-12-11,499.23,510.33
2011-12-12,499.23,510.33
2011-12-13,497.63,508.39
2011-12-14,498.42,509.23
2011-12-15,498.53,509.52
2011-12-16,496.26,507.14
2011-12-17,495.37,506.33
2011-12-18,495.37,506.33
2011-12-19,495.37,506.33
2011-12-20,495.97,506.91
2011-12-21,498.08,508.94
2011-12-22,499.96,510.9
2011-12-23,501.42,512.41
2011-12-24,500.54,512.1
2011-12-25,500.54,512.1
2011-12-26,500.54,512.1
2011-12-27,503.34,515.24
2011-12-28,507.66,519.64
2011-12-29,507.13,520.71
2011-12-30,505.35,518.33
2011-12-31,505.35,518.33
2012-01-01,505.35,518.33
2012-01-02,505.35,518.33
2012-01-03,505.07,516.66
2012-01-04,506.62,518.0
2012-01-05,507.49,518.55
2012-01-06,508.29,519.29
2012-01-07,506.28,517.37
2012-01-08,506.28,517.37
2012-01-09,506.28,517.37
2012-01-10,504.96,515.71
2012-01-11,504.09,514.99
2012-01-12,503.12,514.1
2012-01-13,501.57,512.6
2012-01-14,501.08,512.27
2012-01-15,501.08,512.27
2012-01-16,501.08,512.27
2012-01-17,501.35,512.26
2012-01-18,501.87,512.67
2012-01-19,503.5,514.19
2012-01-20,503.62,514.59
2012-01-21,503.74,514.89
2012-01-22,503.74,514.89
2012-01-23,503.74,514.89
2012-01-24,504.43,515.4
2012-01-25,506.17,517.01
2012-01-26,505.66,516.59
2012-01-27,504.18,515.49
2012-01-28,502.45,513.97
2012-01-29,502.45,513.97
2012-01-30,502.45,513.97
2012-01-31,503.68,514.91
2012-02-01,504.85,516.23
2012-02-02,505.57,516.89
2012-02-03,505.94,517.01
2012-02-04,504.3,515.4
2012-02-05,504.3,515.4
2012-02-06,504.3,515.4
2012-02-07,504.27,515.36
2012-02-08,505.31,516.4
2012-02-09,505.53,516.52
2012-02-10,505.69,516.75
2012-02-11,505.18,516.31
2012-02-12,505.18,516.31
2012-02-13,505.18,516.31
2012-02-14,504.02,515.14
2012-02-15,503.69,514.99
2012-02-16,503.73,514.99
2012-02-17,503.92,515.1
2012-02-18,503.96,515.13
2012-02-19,503.96,515.13
2012-02-20,503.96,515.13
2012-02-21,504.26,515.2
2012-02-22,506.16,517.1
2012-02-23,507.53,518.55
2012-02-24,507.84,518.74
2012-02-25,505.77,516.94
2012-02-26,505.77,516.94
2012-02-27,505.77,516.94
2012-02-28,504.83,516.2
2012-02-29,505.66,516.94
2012-03-01,506.0,517.35
2012-03-02,505.96,517.29
2012-03-03,505.99,517.24
2012-03-04,505.99,517.24
2012-03-05,505.99,517.24
2012-03-06,506.08,517.17
2012-03-07,506.1,517.21
2012-03-08,506.09,517.16
2012-03-09,505.24,516.4
2012-03-10,503.89,515.11
2012-03-11,503.89,515.11
2012-03-12,503.89,515.11
2012-03-13,503.59,514.65
2012-03-14,503.35,514.48
2012-03-15,503.27,514.43
2012-03-16,501.62,512.79
2012-03-17,500.42,511.48
2012-03-18,500.42,511.48
2012-03-19,500.42,511.48
2012-03-20,501.25,512.35
2012-03-21,502.84,513.68
2012-03-22,502.77,513.59
2012-03-23,502.3,513.08
2012-03-24,501.11,512.18
2012-03-25,501.11,512.18
2012-03-26,501.11,512.18
2012-03-27,502.01,513.11
2012-03-28,501.84,512.97
2012-03-29,501.19,512.39
2012-03-30,502.65,513.83
2012-03-31,502.58,513.58
2012-04-01,502.58,513.58
2012-04-02,502.58,513.58
2012-04-03,501.69,512.71
2012-04-04,501.62,512.63
2012-04-05,501.33,512.45
2012-04-06,501.33,512.45
2012-04-07,501.33,512.45
2012-04-08,501.33,512.45
2012-04-09,501.33,512.45
2012-04-10,501.35,512.22
2012-04-11,501.44,512.36
2012-04-12,501.44,512.36
2012-04-13,500.49,511.71
2012-04-14,498.83,510.1
2012-04-15,498.83,510.1
2012-04-16,498.83,510.1
2012-04-17,498.17,509.52
2012-04-18,496.75,507.86
2012-04-19,497.64,508.91
2012-04-20,497.81,509.03
2012-04-21,497.5,508.6
2012-04-22,497.5,508.6
2012-04-23,497.5,508.6
2012-04-24,497.81,508.95
2012-04-25,498.6,509.35
2012-04-26,498.93,509.61
2012-04-27,498.89,509.67
2012-04-28,498.54,509.59
2012-04-29,498.54,509.59
2012-04-30,498.54,509.59
2012-05-01,498.75,509.79
2012-05-02,498.75,509.79
2012-05-03,500.52,511.64
2012-05-04,502.05,513.07
2012-05-05,502.1,512.97
2012-05-06,502.1,512.97
2012-05-07,502.1,512.97
2012-05-08,502.08,512.94
2012-05-09,502.4,513.15
2012-05-10,501.54,512.45
2012-05-11,499.85,510.86
2012-05-12,499.17,510.33
2012-05-13,499.17,510.33
2012-05-14,499.17,510.33
2012-05-15,498.84,509.96
2012-05-16,498.82,509.88
2012-05-17,499.28,510.29
2012-05-18,499.28,510.23
2012-05-19,498.26,509.4
2012-05-20,498.26,509.4
2012-05-21,498.26,509.4
2012-05-22,498.23,509.31
2012-05-23,498.43,509.48
2012-05-24,498.42,509.56
2012-05-25,498.28,509.29
2012-05-26,498.08,509.32
2012-05-27,498.08,509.32
2012-05-28,498.08,509.32
2012-05-29,497.86,509.09
2012-05-30,496.72,507.89
2012-05-31,496.17,507.3
2012-06-01,496.18,507.29
2012-06-02,496.18,507.34
2012-06-03,496.18,507.34
2012-06-04,496.18,507.34
2012-06-05,497.36,508.4
2012-06-06,498.69,509.69
2012-06-07,498.73,509.68
